Industry,Initial effects,First round effects,Industrial support effects,Production induced effects,Consumption induced effects,Simple multipliers,Total multipliers
public_administration_and_regulatory_services,3.2989472884125717,1.2515323623750445,1.1242681677297977,2.375800530104842,5.2525435929995705,5.674747818517414,10.927291411516984
defence,1.6056316288505215,1.1680431953379067,1.2356196044417258,2.4036627997796325,4.206554818366762,4.009294428630154,8.215849246996916
public_order_and_safety,5.257883801057311,1.2930744697970231,0.8239481794161343,2.1170226492131574,5.5071474301268735,7.374906450270468,12.882053880397342
primary_and_secondary_education_services_.including_pre.schools_and_special_schools.,6.780233128834356,0.7309606951129254,0.52089225505804,1.2518529501709654,6.030584103719626,8.032086079005321,14.062670182724947
technical_vocational_and_tertiary_education_services_.including_undergraduate_and_postgraduate.,4.083323190346195,1.0120763004901026,0.722926567081144,1.7350028675712466,5.567533467897943,5.818326057917441,11.385859525815384
arts_sports_adult_and_other_education_services_.including_community_education.,7.985689354275742,1.0261503782164771,0.7830458587543587,1.8091962369708359,4.219900876345637,9.794885591246578,14.014786467592215
health_care_services,6.380321840979983,1.0851789436446022,0.6968180605694425,1.7819970042140447,5.194286140974111,8.162318845194028,13.356604986168138
residential_care_and_social_assistance_services,5.066736080567997,0.8054555803405511,0.5710626359670882,1.3765182163076393,5.963752000398001,6.4432542968756366,12.407006297273638
heritage_creative_and_performing_arts,4.390740129770153,1.6974325774936367,1.1746034900335511,2.872036067527188,3.542542289555807,7.262776197297341,10.805318486853148
sports_and_recreation,4.742820464054773,1.925343384412281,1.2969242920668695,3.2222676764791505,4.088317795478677,7.965088140533924,12.0534059360126
gambling,2.2928228050940374,1.8367660799996715,1.344335452757879,3.1811015327575505,3.579896764111351,5.473924337851588,9.053821101962939
automotive_repair_and_maintenance,6.4874688867908334,1.0970288046713312,0.8622406694673543,1.9592694741386856,3.637817414711348,8.446738360929519,12.084555775640867
other_repair_and_maintenance,4.020906432748538,1.5174658485462462,1.1685351283964884,2.6860009769427347,3.593257334257591,6.706907409691273,10.300164743948864
personal_services,6.7469787070784575,1.9015984449056549,1.303871626036933,3.205470070942588,4.620467315176137,9.952448778021045,14.572916093197183
other_services,9.698092976947231,0.28432790971308436,0.20648308301496626,0.4908109927280506,6.241358099246165,10.188903969675282,16.430262068921447
